Id,mrkdwn,da_true,ds_true,de_true,other_true
304,"*Позиция:* Ведущий специалист в области разработки моделей оценки кредитного риска/Lead Data Scientist

*Компания:* ВЭБ.РФ

*Вилка:* 250-350 тыс. руб. gross + годовая премия

Корпорация развития ВЭБ.РФ ищет специалиста со знанием современных методов анализа данных и машинного обучения для создания моделей оценки риска продуктов для финансирования городской экономики (городской транспорт, коммунальные услуги, развитие городской среды и прочее) на основе внешних данных.

*Задачи:*
•    Разработка моделей оценки кредитного риска для специализированных продуктов для развития городской экономики (комбинация элементов ГЧП, частичного принятия риска на муниципальные образования  и риска на актив) на базе внешних данных;
•    Участие в разработке перспективной модели оценки EL по сделкам проектного финансирования на основе прямого моделирования денежных потоков
•    Совершенствование моделей количественной оценки кредитного риска (PD, LGD, EL) для сделок проектного финансирования, финансирование лизинга, финансирование экспорта на основе внутренних и внешних данных;
•    Ожидается и приветствуется поиск и предложение новых подходов и источников данных для моделирования;
•    Подготовка/организация хранилища данных (витрин) для моделирования (Data Lake), работа с данными из внешних источников (API). 
•    Контроль и сопровождение использования моделей в процессе принятия кредитных решений (поддержка андеррайтинга) 

*Требования:* 
•    Высшее математическое/техническое/финансово-экономическое образование;
•    Практический опыт разработки/валидации моделей количественной оценки;
•    Навыки программирования в средах R и/или Python, обработки данных;
•    Знание основ математической статистики, понимание возможностей/ограничений используемых методов;
•    Умение объяснять концепции и методы, использованные при моделировании, простым языком;
•    Знакомство и/или опыт практического применения построения моделей на основе нелинейных подходов, машинного обучения. Участие в  Github, Kaggle, сертификаты прохождения курсов по Data Science/Data Engineering является преимуществом.;
•    Знание SQL и принципов организации баз данных;
•    Самостоятельность и ориентированность на результат 
•    Готовность аргументированно защищать и отстаивать свою позицию, готовить презентационные материалы
•    Знание принципов проведения кредитного анализа, знакомство с структурами кредитных сделок, знание основ корпоративных финансов является преимуществом.

*Условия:* 
•    Офис в центре Москвы;
•    ДМС;
 CV можно слать мне: <mailto:buryaag@veb.ru|buryaag@veb.ru>
Александр Буря",0,1,0,0
305,"Привет, ODS :kolobok:
* *
*Компания:* Цифра:zyfra:
*Город:* :default-city:Москва
*Вакансия:  Middle Deep Learning Engineer*
*Вилка*: 130-180К net
* * 
*Кого мы ищем:*
Ищем в команду Zyfra AI крепеньких таких middle CV для решения интереснейших задач по оснащению зрением компьютерным промышленности тяжелой.

*Что ожидаем:*
-Знание алгоритмов классических
-Знание архитектур сетей, оптимизаторов, etc.
-Богатый опыт в области компьютерного зрения, достаточный для детектирования пятен на полу
-Достаточный математический бэкграунд для решения большинства DL задач
-Опыт выкатки решения в прод
-Культура проведения экспериментов
-python, numpy, tensorflow и/или pytorch, opencv, git, bash

*Что предлагаем:*
-Достаточно молодой коллектив :pepe_old:
-Корпоративный тариф :mts:
-Офис в 5 минутах от метро Шаболовская
-ДМС
-Обучение и развитие
-Свободный график :rowing-galera:
-Свой кот в команде
Пишите в личку или <@UFF6S5ZGE> в :telegram:",0,1,0,0
306,"Всем привет!
Ищем в нашу команду ML инженера, который будет поддерживать и оптимизировать процесс внедрения в пром моделей машинного обучения.

Компания: Сбербанк :sberbank:
Локация: Москва, Кутузовский пр. 32к1
Позиция: Middle/Senior ML Engineer
Подразделение: Розничный Блок, Трайб «Массовая персонализация»

О нас:
Трайб «Массовая персонализация» Розничного блока Сбербанка формирует персональный клиентский опыт во всех точках контакта с Банком и Экосистемой. Мы добиваемся персонализации каждого контакта с многомиллионной аудиторией клиентов в «Сбербанк Онлайн», отделениях и банкоматах Банка. Для этого мы создаём и развиваем end-to-end решения на основе Data Science и Machine Learning.

Чем предстоит заниматься:
1. Тестирование и внедрение ML моделей в промышленную эксплуатацию
2. Оптимизация процесса внедрения, мониторинга и дообучения моделей
3. Поиск неисправностей в тестовой и пром инфраструктуре
4. Выстраивать процессы CI/CD для ML моделей
5. Проведение приемо-сдаточных испытаний (ПСИ), формирование сопроводительной документации
6. Активное взаимодействие с DS, специалистами сопровождения и администраторами инфраструктуры
От кандидата ожидаем:
1. Опыт разработки на python
2. Понимание принципов разработки, внедрения и сопровождения ML-решений
3. Опыт работы с базами данных, SQL
4. Опыт работы с инструментами DEVOPS и CI/CD (Git, Jenkins, Nexus)
Плюсом будет:
1. Hadoop/Spark/Scala
2. Опыт администрирования Linux
3. Опыт работы с СУБД Терадата
4. Docker
От нас:
1. Комьюнити D-people (аналитики / инженеры / DS), где можно легко найти интересный круг общения
2. Неформальные внутренние DS-мероприятия, где можешь перенять опыт коллег / поделиться чем-то интересным
3. Офис Sbergile Home c лаунж зонами, кафе, ресторанами, кофейням
4. Возможности для профессионального роста внутри компании;
5. ДМС / зал / персональные предложения от партнеров;
Вилка :moneys: :
для Middle: 150 - 200к + годовой бонус ~ 2-5 окладов (gross)
для Senior: 200 - 250к + годовой бонус ~ 3-7 окладов (gross)

Контакты:
Вопросы и резюме просьба высылать на <mailto:Vaynberg.M.V@sberbank.ru|Vaynberg.M.V@sberbank.ru> с пометкой ODS или в личку",0,1,0,0
307,"Всем привет!
Мы в *Ситимобил* в команду ГЕО ищем *Middle/Sinor Data Scientist’a.*

Наша команда решает задачи широкого диапазона. Из актуальных направлений, в которых мы решаем задачи можно выделить (в скобках примеры задач):
• Маршрутизация (анализ треков водителей, пробок, корректировка ETA поездки, др.)
• Саджест (алгоритмы ранжирования поисковой выдачи)
• Саботаж (уменьшение саботажных поездок, поведенческий скоринг водителей)
• Гео-данные (граф дорог, точки посадки, др.)

*Предстоит:*
• Реализация полного DS пайплайна в задачах из вышеуказанных направлений (от бизнес потребности до продакшн решения)
• Взаимодействие с другими командами, которые будут встраивать наши решения.

*Мы ожидаем:*
• Большой опыт решения задач аналитики, машинного обучения на :python: Python
• Вывод разработанных решений в прод
• Фундаментальные знания математики, алгоритмов машинного обучения
• :sql:

*Будем плюсом:*
• Опыт решения гео задач

*Мы используем:*
• :python: Python
• :gitlab: Git, :docker-rage: Docker, :kubernetes: Kubernetes
• Kafka
• MySQL, ClickHouse, Exasol, ElasticSearch

*Мы предлагаем:*
• Крутой офис в Москве на метро “Динамо” с пивом после 17:00
• Полный рабочий день, гибкое начало. Готовы обсуждать удаленный формат не только на время карантина
• ДМС
• Корпоративные плюшки от :mailru: <http://Mail.ru|Mail.ru> Group
• Скидки на такси :taxi:
• Вилку *150-250 NET* + премии

*Контакты:*
• Для отклика на вакансию пишите нашему рекрутеру Наталье <mailto:n.malkovich@city-mobil.ru|n.malkovich@city-mobil.ru>
• По любым вопросам - в личку
",0,1,0,0
308,"Hi! :ods:
*Кто*: DS Researcher (NLP)
*Где*: Лаборатория машинного интеллекта :mipt:
*Вилка*: 40-50к net
*Формат:* part-time на удаленке

*Описание*: Команда проводит исследования по разным темам в области NLP - от скрещивания нейронок (механизма attention) с тематическими моделями до комбинации BERT (и его дистилированных версий) с методами выделения терминов в механизмах поиска по Domain-Specific коллекциям. Есть еще куча всего интересного на ""поисследовать"", но суть в том, что есть несколько part-time позиций для тех талантливых исследователей, кто скучает по научной работе и интересным проектам.
Вилка совсем невысокая, но возместить мы это можем только интересными задачами, активной командой и возможностью совмещать с основной работой, параллельно сделав ощутимый вклад в научное сообщество :slightly_smiling_face:
*Вообщем, требования*:
• Сильный исследовательский background и опыт в разработке
• Большое число свежих идей в NLP
• Опыт работы в команде, декомпозиции и делегирования исследовательских задач
*Будет преимуществом:*
• Навыки работы с версионностью экспериментов и данных
• Опыт в MLOps
• Опыт публикации научных работ
*А с нас:* 
• Гибкий part-time на удаленке (доля part-time согласуется)
• Официальное трудоустройство в нашу лабораторию
• Интересные задачи и активная команда
• Финансирование выступлений на конференциях
*P.S.*
Основной результат команды - это open-source проект TopicNet;
Пример статеечек: с framework TopicNet прошли на LREC 2020;
На все вопросы в личку отвечу, а если будет желание пообщаться с будущими коллегами - welcome в личку к <@UCPM7T0ET> и <@US5TQ2GJU>",0,1,0,0
309,"ML engineer / Data Scientist в Dbrain (<https://dbrain.io/>)
Локация: Москва (помогаем с релокейтом)
*О Dbrain:*
В Dbrain мы делаем сервисы для end2end распознавания документов, интегрированные с разметкой и дообучением в реальном времени.

*Задачи*:
Твоей задачей будет разработка или улучшение конкретной подсистемы в CV или NLP части нашего продукта. Это может быть пайплайн обучения на синтетических данных с фишками для доменной адаптации, детекция фрода, дистилляция \ квантизация тяжелых модулей. Немало важно - делить опыт с остальной командой.

*Hard Skills*
_ML &amp; DL theory_:

Крепкий базовый минимум по ML и системный подход к экспериментам. Умение аргументировать выбор метрик / методов / архитектур и внимательное отношение к обучающим данным.

Плюсом будет более глубокий опыт в любой из задач semantic segmentation / object detection, а именно понимание механики актуальных методов (FCOS / TensorMask etc).

_Software engineering_:

Общее знание микросервисной архитектуры, асинхронности, очередей, умение пользоваться docker.

Other: 

Опыт работы от 1 года. Так же плюсом - наличие у тебя статей или хорошие результаты на Kaggle. 


*Dbrain’s goals 2k20:*

•   Grove to $10M ARR next year 
•   Learn as much as possible and have fun while we’re getting there
•   Become the best document capture tool for RPA company


*Условия*:
- Вилка - 150-300к
- Поощряем публичную активность, помогаем с подготовкой выступлений и статей
- Просторный светлый офис в районе метро Третьяковская - Павелецкая с уютной кухней и барной стойкой
- Начало рабочего дня в 11 - 12
- ML reading club, English classes, volleyball
- Еженедельные киновечера, темная чил комната для медитаций, гитара в углу
Чтобы попасть на собес - заполни форму: <https://forms.gle/QuLecNRjGm5RKTth8>
Вопросы можно мне в личку, либо на <mailto:ah@dbrain.io|ah@dbrain.io>, tg: <@U3LLR910E>",0,1,0,0
310,"*Senior Data Scientist (Recommender Systems)*
Название компании: FunCorp
Город и адрес офиса: Москва, м. Белорусская
Формат работы: офис, full-time 
Зарплатная вилка: 200k - 300k net + квартальные премии + соцпакет
Контакты: за вопросами можно писать мне тг @dzemcov, <mailto:dzemtsov@fun.co|dzemtsov@fun.co> или нашему hr Алине тг @alyakolyadova, <mailto:akolyadova@fun.co|akolyadova@fun.co> со ссылкой на ODS

Мы в поиске *Senior Data Scientist* для работы над нашим флагманом iFunny (более 50 млн установок в США) и новыми развлекательными UGC-приложениями.
Тебе предстоит работать над усовершенствованием рекомендательной системы нашего контента. А у нас самый лучший контент, какой только можно придумать - лучшие и самые новые мемы.
Наш текущий стек:
• Python 3 со всеми сопутствующими библиотеками, Cython
• PyTorch
• Clickhouse
• Kafka
Подробнее можно почитать по ссылке: <https://hh.ru/vacancy/40374266>",0,1,0,0
311,"Ищем аналитиков в *Яндекс* в отдел *«Антивсё»*.

*Компания*: Яндекс
*Уровень*: middle+
*Локация*: Москва, Санкт-Петербург. Примерно до февраля 2021 можно выбрать между удалёнкой и работой из офиса, дальше — по ситуации
*Вилка*: 150–300 тыс. ₽ + компенсация питания, ДМС, опционы и премии по результатам ревью (два раза в год).

«Антивсё» — это отдел, который защищает пользователей и сервисы Яндекса от мошенников и нежелательного контента. В Яндексе мы — охотники за привидениями, спасатели Малибу, Бэтмены, Чип и Дейл с Гаечкой, а ещё Тимур и его команда. Если кто-то обижает пользователей, обращаются к нам.

В «Антивсё» входит антифрод, модерация рекламы, фильтрация неуместных показов порно, борьба с SEO-накрутчиками, защита от роботов и многое другое.

В нашем отделе всем заправляют аналитики: они придумывают, как решить задачу (например, научиться ловить новый класс мошенников или защитить сервис от роботов), обучают и внедряют модели, при необходимости ставят задачи разработчикам и договариваются со смежниками. Именно такие аналитики нам и нужны.

Сейчас мы ищем аналитиков в двух направлениях:

*1. Аналитик в Антиробот*
Мы защищаем свои сервисы ещё до того, как запросы дошли до них. Для этого мы можем показать капчу (простите нас, если вы на неё попали) или вернуть ошибку. Нам нужно в очень сложных архитектурных условиях развернуть методы детекции роботов. Запросов на сервисы приходит очень много, нашей же задачей является - разметить их на хорошие и плохие очень быстро.

Также мы очень заботимся о пользователях и не хотим доставлять им неудобства на странице капчи. Но о роботах мы другого мнения, им мы готовы максимально усложнять задачу.

По всем вопросам писать можно мне <https://t.me/toshchakov|toshchakov>

*2. Продуктовый аналитик в АОН Яндекса*

Мы каждый день помогаем миллионам пользователей Яндекса быстро понять, кто им звонит. Доставка? Страховая компания с новым предложением КАСКО? Или это мошенники скрываются за официальным номером банка?

Определитель номера Яндекса (АОН) быстро развивается, каждый день им пользуются уже 4 миллиона человек. Мы ищем ведущего аналитика продукта.

Если ты:
• Хочешь быть ближе к пользователям, чувствовать, как напрямую влияешь на продукт.
• Умеешь формулировать смелые гипотезы, ставить эксперименты, делать выводы из множества противоречащих друг другу показателей.
• Готов копаться в большом количестве логов, чтобы найти там ключевую когорту пользователей для таргетинга в рекламной кампании.
Тогда тебе предстоит:
• Генерировать идеи и участвовать в реализации ключевых фич продукта.
• Исследовать особенности конкурентов и отстаивать уникальность АОНа Яндекса.
• Активно участвовать в продвижении АОНа через рекламные кампании, вычислять оптимальные параметры таргетинга, участвовать в определении стратегии продвижения продукта.
По это вакансии можно писать Серёже (<https://t.me/sdormidontov|sdormidontov>)

*Общие требования*
• Нужно уметь писать код (классические задачи на алгоритмы)
• Нужно знать основы тервера и матстата
• Нужно иметь представление о продуктовой аналитике
По всем вопросам можете писать мне или Сереже в личку или нашему рекрутеру Юле (<https://t.me/JuliaZhuikova|JuliaZhuikova>)",1,0,0,0
312,"ODS, привет :ods:
Одну вакансию закрыли, еще одна - осталась открыта.

*Кто*: ML Engineer (Middle)
*Где*: «Лаборатория анализа данных и разработки рекомендательных систем» в МФТИ - совместная лаборатория МФТИ и ""Россельхозбанк"". :mipt:
*Зарплатная вилка*: от 160 до 200 т.р. после налогов.
*Описание:* К себе в команду лаборатории ищу ML-инженеров. Наша лаборатория - индустриальная: мы решаем задачи ""Россельхозбанка"", а точнее - задачи продуктовых подразделений банка. Результатом твоей работы с нами будут прототипы в проде или фичи в продуктах на основе ML-алгоритмов. Вместе будем быстро прототипировать и доставлять реальную ценность в бизнес-процессах с использованием ML в короткие сроки. Над какими задачами с нами удастся поработать? Мы делаем решения для нескольких маркетплейс-платформ с уклоном в сельскохозяйственную тему:
• Модерация текстовой и визуальной информации: от insult detection до оценки корректности выставленной категории товара;
• Рекомендательные системы на основе поведения пользователей сервиса, семантических описаний товаров и экспертных знаний для сельскохозяйственной отрасли;
• Текстовые ассистенты для автоматизации взаимодействия с платформой в текстовых каналах;
Мы уже сделали и поставили банку несколько решений, которые внедряются в их процессы:
• Улучшили систему поиска по текстовым описаниям с domain specific лексикой;
• Обучили QA-систему для автоматизации клиентской тех. поддержки;
• Построили симптом-чекер: ветеринарный советник в виде чат-бота;
• Автоматизировали модерацию токсичных комментарий, текстов и фотографий.
Работать будем в небольшой команде, с режимом недельных спринтов и поставкой результатов на сторону банка.
*Требования*:
• Знаешь алгоритмы NLP и рекомендательных систем (нейросетевые модели, классические методы - для разных постановок задач) как на теоретическом уровне с пониманием их работы и зон применимости, так и на практическом уровне: опыт решения задач в production (понимаешь, для какой задачи обучать трансформер, а где использовать rule-based подход);
• Умеешь использовать и быстро разрабатывать решения на Python, есть опыт с необходимыми профильными фреймворками (например, PyTorch или BigARTM);
• Быстро находишь и поднимаешь открытые решения для целевой задачи, можешь их скомбинировать и довести до стабильной работы в заданных ограничениях;
• Есть опыт работы в DS команде (3-5 человек): имеешь навыки приоритезации и декомпозиции задач на спринт для достижения целевого результата в конце периода;
• Знаешь Git (GitFlow) и умеешь выбрать и написать минимально необходимый набор тестов для решения, которое в короткие сроки пойдет в продакшн-тестирование.
*Будет плюсом:*
• Решал задачи, которыми мы будем заниматься вместе;
• Понимаешь, как выдать результат, даже если обучающая выборка маленькая или отсутствует на старте;
• Упаковывал свои решения в Докер-контейнер;
• Писал библиотеки ML-алгоритмов, которыми пользовались другие разработчики;
• Был опыт отладки ML-решений по запросу заказчика.
*Если мы начнем работать вместе, то:*
• Будет research-day - один день в неделю, когда ты сможешь изучать новые модели и фреймворки, делать pet-проекты с командой или проводить исследования с перспективой публикации;
• Будем вместе строить процесс работы над задачами банка: есть возможность влиять на формат работы нашей команды и привносить лучшие практики организации разработки;
• С меня - обучающие материалы по направлениям продуктовой разработки, проектной работы, которые помогут лучше понимать, как разработка ML-решений ложится на бизнес-процессы компании заказчика. А также обучающие материалы для роста до team lead разработки с возможностью их опробовать на реальной работе над задачами.
*Что дальше:*",0,1,0,0
313,"Всем привет!
*Компания:* Цифровая Индустриальная Платформа
*Город:* Москва
*Вакансия:* Junior Data Scientist / Middle Data Scientist
*Вилка:* 80 – 120К net / 120 – 175К net + ежеквартальные премии (10-15%).
 
*О компании:*
Мы — «Цифровая индустриальная платформа», совместное предприятие «Газпром Нефть» и «Цифра». Компания создана недавно, перед этим DS-команда работала в Цифре. Мы занимаемся задачами по мониторингу и оптимизации процессов при добыче, транспортировке и переработке нефти и газа, есть проекты по бурению. Примеры задач и подходов можете посмотреть на выступлениях на недавнем DataFest:
<https://www.youtube.com/watch?v=qbXo7rl51qY&amp;feature=youtu.be>
<https://www.youtube.com/watch?v=w-60n9PeIOk&amp;t=20s>
*Кого мы ищем:*
Ищем в команду Junior Data Scientist / Middle Data Scientist с инженерным бэкграундом (желательно в нефтянке, гидравлике, mechanical engineering), желающим развиваться в области разработки гибридных моделей и продуктов для тяжелой промышленности.
*Задачи:*
·      Разработка гибридных моделей (физика/химия + ML) различной сложности для моделирования процессов добычи, транспорта и переработки нефти и газа, а также оборудования в нефтепереработке и нефтехимии.
·      Реализация разработанных моделей в тиражируемых продуктах и участие в их развёртывании на заводах и месторождениях совместно с другими членами команды разработки.
·      Разработка моделей поиска оптимальных режимов работы промышленного процесса на основе моделей процесса, текущей ситуации и известных ограничений на управление.
·      Изучение новых подходов к решению индустриальных задач с помощью машинного обучения для улучшения существующих продуктов, а также инициализация разработки новых продуктов, если есть представление о том, как это может помочь бизнесу.
*Требования:*
*Для Джуна:*
·      Писать внятный код на Python, уметь в Numpy, Pandas, Scikit-Learn, XGBoost/LightGBM, Seaborn, немного Scipy.
·      Понимание принципов работы алгоритмов машинного обучения, границ их применимости, понимание возможных причин почему алгоритм не работает и способность самому решить эту проблему.
·      Понимание основ физического моделирования (например, что такое закон сохранение массы и энергии), а также большое желание изучить эти процессы глубже для разработки эффективных инновационных решений в промышленности.
·      Способность сделать EDA, убрать нерелевантные фичи, объяснить полученные результаты команде.
·      Понимание основ работы оптимизационных алгоритмов.
*Для Мидла:*
Все то же самое, что и для джуна плюс:
·      Иметь представление о моделировании процессов в тяжелой промышленности и способность сделать самостоятельно несложную физическую модель процесса. Хорошо было бы рассказать о том, какие модели удалось попробовать на предыдущем месте работы/в магистратуре/аспирантуре. Модели могут быть как research-oriented, так и имплементированные на реальном процессе.
·      Способность сделать фичи для МЛ алгоритма на основе понимания процесса и диалога с domain experts, понять, какие фичи влияют на процесс и объяснить полученные результаты команде.
·      Уверенно писать на Python для разработки новых / улучшении уже существующих продуктов.
·      Желание глубоко погружаться в область гибридного моделирования процессов отрасли.
·      Опыт ведения контроля версий в Git.
·      Владение SQL на уровне простых запросов.

*Будет большим плюсом:*
·      Опыт моделирования процессов в одном или нескольких софтах: Pipesim, HYSYS, OLGA, Prosper, Eclipse, tNavigator, Modelica
·      Опыт в dynamic optimization в любом пакете/библиотеке (например, CASADI)

*Условия работы:*
·      Трудоустройство по ТК РФ с полностью белой ЗП
·      Пакет ДМС со страхованием при выезде за рубеж после испытательного срока
·      Хороший офис в БЦ Капитолий: в пяти минутах от м. Университет
·      Пока работаем в свободном режиме, т.е. можно работать из дома, а можно ходить в офис.

*Резюме кидайте мне в Телегу :* <https://t.me/timurbik>",0,1,0,0
314,"Всем привет!

Я Дима, TeamLead *контентной аналитикой в IVI*, и я ищу к себе в команду *аналитиков* _с опытом_ и просто умных парней и девчонок _последних курсов вузов_
Моя команда исследует второй ключевой актив компании _(после людей)_ - *контент*,
Мы _изучаем_ тренды смотрения, сегменты аудитории, популярность на рынке; мы _оптимизируем_ и делаем наше предложение фильмов, сериалов и мультфильмов лучшим на рынке.
Для этого у нас есть террабайты данных о нашем продукте и куча аналитических инструментов: python, clickhouse, tableau, dbt, airflow и многое другое

Меня в нашей работе драйвит большое количество интересных аналитических задач, крутая команда, возможность вносить реальный вклад в развитие бизнеса и расти самому, поэтому очень *рассчитываю найти в нашем сообществе единомышленников*, кто захочет к нам присоединиться
Направление контентной аналитики активно развивается, на нас делают ставку в компании, поэтому есть простор для карьерного роста
*Зарплата*: 100-150к для тех, кто с опытом
Удаленка до конца года, в целом ничего против remote work не имеем
Корпоративная подписка на ivi

*Hard skills*, которые мы ожидаем у тебя _(или желание и готовность этому быстро обучаться, всё знать точно не нужно_ :wink: _)_:
• Можешь написать скрипт Python для парсинга статистики с сайта или можешь создать даш-борд в jupyter notebook с использованием plotly
• Можешь написать агрегат на базе SQL-запроса и сделать его автообновляемым (Clickhouse большой плюс)
• Отлично понимаешь статистику, знаешь что такое линейная регрессия, деревья решений и k-средних (больше - большой плюс)
• Можешь агрегировать и структурировать проведенный анализ в презентацию
• Имеешь базовые представления об NLP _(word embedding тебя не пугает и ты хочешь в этом разбираться на практике)_
По всем вопросам пишите мне в личку, туда же можно присылать резюме, подробнее расскажу какие задачи будут",1,0,0,0
315,"Всем привет! Работаю в другом отделе этой компании.
*Компания*: Деловые Линии
*Вакансия*: Ведущий аналитик-разработчик (Python)
*Город:* Санкт-Петербург
*Вилка:* 120-140 т.р. на руки.

*Обязанности:*
• Разработка и внедрение прототипов моделей воронок продаж, ценообразования, скоринга по скидкам, сегментации клиентов, на основании проведенной аналитики и методов математического анализа;
• Разработка прототипа и тестирование результатов его работы;
• Автоматизация процессов;
• Проектирование воронки продаж по запросу;
• Управление сбором данных и их администрированием (агрегация статистических данных для построения прототипов моделей, администрирование массивов данных и моделей);
• Управление подчиненными сотрудниками (2 аналитика);
• Консультация сотрудников отдела по правилам и способам использования внедренных форм.

*Требования:*
• Образование высшее (желательно экономико-математическое либо техническое);
• Опыт работы в аналогичной должности от 2-х лет;
• Опыт самостоятельной реализации проектов автоматизации (преимущественно коммерческой и маркетинговой функции) в компании штатной численностью от 100 человек;
• Владение MS SQL на уровне уверенного пользователя;
• Владение Python на уровне уверенного пользователя (желательно знание библиотек Pandas, XGBoost, Scikit-learn);
• Владение MS Office на уровне уверенного пользователя, знание VBA желательно;
• Знание языка программирования Java будет преимуществом.

*Условия:*
• Оформление в соответствии с ТК РФ;
• Достойный уровень заработной платы, своевременные выплаты;
• Предоставляется корпоративная мобильная связь;
• График работы: пятидневная рабочая неделя;
• Работа в комфортабельном офисе недалеко от ст. метро «Московская» (развозка от ст. м. «Московская» и ст. м. «Проспект Ветеранов»);
• Мы предлагаем интересную работу в стабильной‚ динамично развивающейся компании‚ а также возможность профессионального и карьерного роста‚ дружный коллектив.

Резюме можно кидать сюда <mailto:Maria.Burykina@dellin.ru|Maria.Burykina@dellin.ru> или мне в личку.
Звонить сюда 8-913-177-58-62 Мария.
На общие вопросы о компании, возможно, смогу ответить.",1,0,0,1
